Area,yearid,CO,NOX,SO2,NO2,CO2EQ,VOC,PM10,PM25,BENZ,NAPTH,BUTA,FORM,ACTE,ACROL,ETYB,DPM,POM
Beaumont,2041,0.795774150989018,0.348603484597334,0.0183148784145715,0.130241756059377,2803.26319116354,0.766398020950874,0.0378176763300644,0.0339137787723871,0.00436232386175561,0.000596016279974187,2.64421171358719E-05,0.00760922849231349,0.0024903358344659,0.000350771557979357,0.0125550867753361,0.0129896281650872,0.000149472172517482
Beaumont,2042,0.781301380513469,0.34488270460497,0.0181906546090431,0.129384413339722,2784.52416971326,0.756929409406439,0.0373996245978105,0.0335437099748788,0.00430004642498716,0.000594594944515775,2.64351483423297E-05,0.00759764042464894,0.00248515719903253,0.000350221118640803,0.0123969581006804,0.0129825125623029,0.000147673947294318
Beaumont,2043,0.772157274492201,0.342076068141978,0.0181143504850638,0.128686433911753,2772.99956434965,0.75051255296421,0.0371496759860293,0.0333222241598605,0.00425823786616775,0.000593518938079712,2.64238197651423E-05,0.00758813944555925,0.00248114956810497,0.000349772681254024,0.0122894765776778,0.0129712163761724,0.000146580992077111
Beaumont,2044,0.763013168470934,0.339269431678986,0.0180380463610845,0.127988454483784,2761.47495898604,0.744095696521981,0.036899727374248,0.0331007383448423,0.00421642930734833,0.00059244293164365,2.64124911879549E-05,0.00757863846646956,0.00247714193717741,0.000349324243867244,0.0121819950546751,0.0129599201900419,0.000145488036859905
Beaumont,2045,0.757240090490086,0.337684723117491,0.0179871528775948,0.127619110991418,2753.79933094233,0.738483532786631,0.0367578510556541,0.0329751470545716,0.00418388658675894,0.000591853314925922,2.64100707170201E-05,0.00757386838193952,0.00247499189531197,0.000349097365162976,0.0120877139669631,0.0129581677974784,0.000144840401717539
Beaumont,2046,0.751467012509238,0.336100014555996,0.017936259394105,0.127249767499052,2746.12370289862,0.732871369051281,0.0366159747370602,0.0328495557643009,0.00415134386616955,0.000591263698208194,2.64076502460853E-05,0.00756909829740948,0.00247284185344654,0.000348870486458708,0.011993432879251,0.0129564154049149,0.000144192766575174
Beaumont,2047,0.743788847343239,0.334641792251205,0.0179061371189277,0.126901009858784,2741.57201346755,0.729991090236581,0.0364239576326781,0.0326796200789659,0.00413044920117045,0.000590720212108625,2.64050251672643E-05,0.00756468808455679,0.00247087131705115,0.000348661219102375,0.0119452280820269,0.0129544731098576,0.000143396393524822
Beaumont,2048,0.736110682177241,0.333183569946414,0.0178760148437505,0.126552252218517,2737.02032403648,0.72711081142188,0.036231940528296,0.0325096843936308,0.00410955453617134,0.000590176726009056,2.64024000884433E-05,0.0075602778717041,0.00246890078065576,0.000348451951746043,0.0118970232848028,0.0129525308148004,0.00014260002047447
Beaumont,2049,0.734393763734261,0.332512153681819,0.0178582020926115,0.126395099586034,2734.3364353627,0.725303436622198,0.0361529612262075,0.0324398004569275,0.00409802623346422,0.000589932951114841,2.64016109312592E-05,0.00755834353368812,0.00246801930059348,0.000348359819596133,0.0118666952517117,0.0129516191082075,0.000142264631783174
Beaumont,2050,0.73267684529128,0.331840737417224,0.0178403893414725,0.126237946953552,2731.65254668891,0.723496061822516,0.0360739819241189,0.0323699165202243,0.0040864979307571,0.000589689176220626,2.64008217740752E-05,0.00755640919567213,0.00246713782053121,0.000348267687446224,0.0118363672186206,0.0129507074016146,0.000141929243091879
