Area,yearid,Processtype,CO,NOX,SO2,NO2,CO2EQ,VOC,PM10,PM25,BENZ,NAPTH,BUTA,FORM,ACTE,ACROL,ETYB,DPM,POM
Austin,2020,APU,36.0000003576279,27.4690018296242,0.0129717999370769,1.56573331728578,2012.03003311157,7.53263002634048,1.85625996440649,1.70774996653199,0.0590214994736016,0.0681402018526569,0.0219784007640556,0.589241979643703,0.267850995529443,0.0498785006348044,0.0199976990988944,1.85625996440649,0.025771549379634
Austin,2020,Extnd_Exhaust,89.2644605489913,204.657440302311,0.0548926001647487,65.9785814443749,9716.41590881348,33.2192120007239,1.3316170531325,1.22508016880602,0.382904786471045,0.476800477561483,0.0456526038324228,5.96813322074013,1.9981389446184,0.301759278467216,0.176444292099404,1.3316170531325,0.0607702441255755
Austin,2021,APU,36.0000003576279,27.4813033938408,0.0129717999370769,1.56643449887633,2012.03003311157,7.53263002634048,1.85625996440649,1.70774996653199,0.0590214994736016,0.0681402018526569,0.0219784007640556,0.589241979643703,0.267850995529443,0.0498785006348044,0.0199976990988944,1.85625996440649,0.025771549379634
Austin,2021,Extnd_Exhaust,89.2717260759091,204.332327434298,0.0547869501751848,68.1179163302768,9729.87787628174,32.4308525756933,1.18395164515823,1.08923031250015,0.379798206100531,0.474083524186426,0.0420684675764278,5.99084043881157,1.99056462284352,0.298587288269118,0.176561189999575,1.18395164515823,0.0570493720483993
Austin,2022,APU,36.0000003576279,27.4936049580574,0.0129717999370769,1.56713568046689,2012.03003311157,7.53263002634048,1.85625996440649,1.70774996653199,0.0590214994736016,0.0681402018526569,0.0219784007640556,0.589241979643703,0.267850995529443,0.0498785006348044,0.0199976990988944,1.85625996440649,0.025771549379634
Austin,2022,Extnd_Exhaust,89.2789916950278,204.007214566285,0.0546813001856208,70.2572512161787,9743.33984375,31.6424932447262,1.03628623718396,0.953380705788732,0.376691625730018,0.471366570811369,0.0384843315023318,6.01354765688302,1.98299030106864,0.295415298158332,0.176678088023436,1.03628623718396,0.053328502821306
Austin,2023,APU,36.0000003576279,27.505907356739,0.0129717999370769,1.56783691421151,2012.03003311157,7.53263002634048,1.85625996440649,1.70774996653199,0.0590214994736016,0.0681402018526569,0.0219784007640556,0.589241979643703,0.267850995529443,0.0498785006348044,0.0199976990988944,1.85625996440649,0.025771549379634
Austin,2023,Extnd_Exhaust,89.2561500857119,203.82429565629,0.0546338501153514,71.8051726720896,9748.99998474121,31.3039560546167,0.970099918311462,0.892489533871412,0.375360142228601,0.470203934428355,0.0369440658087115,6.0233745068399,1.97975474901614,0.294054674604922,0.176730301932366,0.970099918311462,0.0517255890261509
Austin,2024,APU,36.0000003576279,27.5182097554207,0.0129717999370769,1.56853814795613,2012.03003311157,7.53263002634048,1.85625996440649,1.70774996653199,0.0590214994736016,0.0681402018526569,0.0219784007640556,0.589241979643703,0.267850995529443,0.0498785006348044,0.0199976990988944,1.85625996440649,0.025771549379634
Austin,2024,Extnd_Exhaust,89.2333084780257,203.641376746295,0.054586400045082,73.3530941280005,9754.66012573242,30.9654189660214,0.903913599438965,0.831598611548543,0.374028658727184,0.46904129804534,0.0354038001150911,6.03320135679678,1.97651919725467,0.292694051513536,0.176782515841296,0.903913599438965,0.0501226752309958
Austin,2025,APU,36.0000003576279,27.526221126318,0.0129717999370769,1.56899480707943,2012.03003311157,7.53263002634048,1.85625996440649,1.70774996653199,0.0590214994736016,0.0681402018526569,0.0219784007640556,0.589241979643703,0.267850995529443,0.0498785006348044,0.0199976990988944,1.85625996440649,0.0257715443574043
Austin,2025,Extnd_Exhaust,89.2096840541344,203.304034840432,0.0545222503133118,74.2908258961206,9764.87012481689,30.4475210397504,0.80537266517058,0.740941304713488,0.372024910734581,0.467309760403623,0.0330339005633959,6.04913341130305,1.97178761502801,0.290634886435328,0.176886050822304,0.80537266517058,0.0476632565700631
Austin,2026,APU,36.0000003576279,27.5342324972153,0.0129717999370769,1.56945146620274,2012.03003311157,7.53263002634048,1.85625996440649,1.70774996653199,0.0590214994736016,0.0681402018526569,0.0219784007640556,0.589241979643703,0.267850995529443,0.0498785006348044,0.0199976990988944,1.85625996440649,0.0257715393351745
Austin,2026,Extnd_Exhaust,89.186059636646,202.966692934569,0.0544581005815417,75.2285576642407,9775.08012390137,29.9296231134795,0.706831931136549,0.650283997878432,0.370021163220372,0.465578222761906,0.0306640047970177,6.0650654725905,1.96705603415467,0.288575721373491,0.176989585803312,0.706831931136549,0.0452038391015008
